,Disease,Keyword,Website,Symptoms,,
0,Tinea Ringworm Candidiasis and other Fungal Infections,Tinea Faciei,https://skinsight.com/skin-conditions/tinea-faciei-ringworm-of-face/,"common locations for facial ringworm include the:

Cheeks.
Nose.
Around the eye.
Chin.
Forehead.
Facial ringworm appears as one or more scaly plaques (raised areas of skin larger than a thumbnail) of any size. In lighter skin colors, the border can be pink or red, whereas in darker skin colors, it can be dark red, purple, brown, or grayish. The border of the affected skin may be bumpy and may contain papules (small, solid bumps), vesicles (fluid-filled bumps), or crust. Often, the center of the lesion has normal-appearing skin with a ring-shaped edge, leading to the nickname �ringworm,� even though it is not caused by a worm.

Facial ringworm can be itchy, and it may worsen or feel sunburned after exposure to the sun.",,
0,Tinea Ringworm Candidiasis and other Fungal Infections,Athletes foot,https://medlineplus.gov/athletesfoot.html,"�itching, burning, and cracked, scaly skin between your toes.",,
0,Tinea Ringworm Candidiasis and other Fungal Infections,jock itch,https://medlineplus.gov/ency/article/000876.htm,"Jock itch usually stays around the creases of the upper thigh and does not involve the scrotum or penis. Jock itch may spread to near the anus, causing anal itching and discomfort. Symptoms include:Red, raised, scaly patches that may blister and ooze. The patches often have sharply-defined edges with scale at the edges.Abnormally dark or light skin. Sometimes, these changes are permanent.",,
0,Tinea Ringworm Candidiasis and other Fungal Infections,Tinea Manuum,https://my.clevelandclinic.org/health/diseases/24063-tinea-manuum,"Tinea manuum is a fungal infection that affects the outer layer of skin on one or both of your hands. Symptoms of tinea manuum include itchy, round patches on the back of your hands and dry, thickened skin on your palms. Treatment for a tinea manuum infection involves the use of a topical antifungal medication.",,
0,Tinea Ringworm Candidiasis and other Fungal Infections,Tinea Capitis,https://medlineplus.gov/ency/imagepages/19685.htm,"tching, scaly, inflamed balding areas on the scalp.",,
0,Systematic Diseases,Acanthosis nigricans,https://medlineplus.gov/ency/article/000852.htm,"AN usually appears slowly and doesn't cause any symptoms other than skin changes.Eventually, dark, velvety skin with very visible markings and creases appears in the armpits, groin and neck folds, and over the joints of the fingers and toes.Sometimes, the lips, palms, soles of the feet, or other areas are affected. These symptoms are more common in people with cancer.",,
0,Systematic Diseases,amyloidosis,https://medlineplus.gov/ency/article/000533.htm,"Symptoms depend on the organs affected. This disease can affect many organs and tissues, including the tongue, intestines, skeletal and smooth muscles, nerves, skin, ligaments, heart, liver, spleen, kidneys, and bladder.Symptoms may include any of the following:Abnormal heart rhythmFatigueNumbness of hands or feetShortness of breathSkin changesSwallowing problemsSwelling in the arms and legsSwollen tongueWeak hand gripWeight loss or weight gain Other symptoms that may occur with this disease:Decreased urine outputDiarrheaHoarseness or changing voiceJoint painWeakness ",,
0,Systematic Diseases,Diabetes,https://medlineplus.gov/ency/article/000313.htm,"People with type 2 diabetes often have no symptoms at first. They may not have symptoms for many years. Some people who have type 2 diabetes that develops slowly already have eye, kidney, or nerve damage when they are first diagnosed.Early symptoms of diabetes caused by a high blood sugar level may include:Bladder, kidney, skin, or other infections that are more frequent or heal slowlyFatigueHungerIncreased thirstIncreased urinationBlurred visionAfter many years, diabetes can lead to serious health problems, and as a result, many other complications.",,
0,Systematic Diseases,Elastosis Perforans Serpiginosa,https://dermnetnz.org/topics/elastosis-perforans-serpiginosa,"cluster of small reddish bumps 2-5 mm in diameter, often grouped in linear, circular or serpiginous (snake-like) patterns. Each lesion may have a central pit, which is sometimes filled by a crusty or scaly plug. Usually, there are no symptoms, but sometimes elastosis perforans serpiginosa is itchy.

Elastosis perforans serpiginosa usually arises on the back of the neck (70%) and less frequently on one or both arms (20%), face (11%), legs (6%) and trunk (3%).",,
0,Systematic Diseases,Glucagonoma,https://medlineplus.gov/ency/article/000326.htm,"Symptoms of glucagonoma may include any of the following:Glucose intolerance (body has problem breaking down sugars)High blood sugar (hyperglycemia)DiarrheaExcessive thirst (due to high blood sugar)Frequent urination (due to high blood sugar)Increased appetiteInflamed mouth and tongueNighttime (nocturnal) urinationSkin rash on face, abdomen, buttocks, or feet that comes and goes, and moves aroundWeight loss In most cases, the cancer has already spread to the liver when it is diagnosed.",,
0,Systematic Diseases,Granuloma Annulare,https://medlineplus.gov/ency/article/000833.htm,"GA usually causes no other symptoms, but the rash may be slightly itchy.People usually notice a ring of small, firm bumps (papules) over the backs of the forearms, hands, or feet. Occasionally, they may find a number of rings.In rare cases, GA appears as a firm nodule under the skin of the arms or legs. In some cases, the rash spreads all over the body.",,
0,Systematic Diseases,Lichen amyloidosis,https://medlineplus.gov/genetics/condition/primary-localized-cutaneous-amyloidosis/,"severely itchy patches of thickened skin with multiple small bumps. The patches are scaly and reddish brown in color. These patches usually occur on the shins but can also occur on the forearms, other parts of the legs, and elsewhere on the body.",,
0,Systematic Diseases,lipoid proteinosis,https://medlineplus.gov/genetics/condition/lipoid-proteinosis/,"a hoarse voice, which is due to deposits in the vocal cords. In infancy the hoarseness is expressed as a weak cry. The voice abnormalities persist throughout life and can ultimately cause difficulty speaking or complete loss of speech. Involvement of the throat, tonsils, and lips can result in breathing problems and upper respiratory tract infections. Deposits in the tongue can result in a thick and shortened tongue. They can also thicken the band of tissue that connects the tongue to the bottom of the mouth (frenulum), making it difficult to extend the tongue. The tongue may also have a smooth appearance due to damage to the taste buds.

A characteristic feature of lipoid proteinosis is the presence of multiple tiny, bead-like bumps lining the upper and lower eyelids along the lash line. These bumps are known as moniliform blepharosis. They may cause eyeball irritation or itching but generally do not impair vision.

The skin and mucous membranes are often fragile in children with lipoid proteinosis, leading to bleeding and scabbing following minor trauma. These problems often first appear in infancy in the mouth and on the face and limbs. Over time, these scabs form blisters and scars. Deposits accumulate in the skin, which causes the skin to become thickened and yellowish in color. Skin damage appears more frequently on areas that experience friction, such as the hands, elbows, knees, buttocks, and armpits. Some people with this condition have hair loss (alopecia) affecting their scalp, eyelashes, and eyebrows.",,
0,Systematic Diseases,myxedema,https://medlineplus.gov/ency/article/000353.htm,"Early symptoms:Hard stools or constipation

   Feeling cold (wearing a sweater when others are wearing a t-shirt)Fatigue or feeling slowed downHeavier and irregular menstrual periodsJoint or muscle painPaleness or dry skinSadness or depressionThin, brittle hair or fingernailsWeaknessWeight gainLate symptoms, if untreated:Decreased taste and smellHoarsenessPuffy face, hands, and feetSlow speechThickening of the skinThinning of eyebrowsLow body temperatureSlow heart rate ",,
0,Systematic Diseases,Necrobiosis Lipoidica Diabeticorum,https://medlineplus.gov/ency/article/007742.htm," A skin lesion is an area of skin that is different from the skin around it. With NLD, skin lesions start as firm, smooth, red bumps (papules) on the shins and lower part of the legs. They usually appear in the same areas on opposite sides of the body. They are painless in the early stage.As the papules become bigger, they flatten. They develop a shiny yellow brown center with raised red to purplish edges. Veins are visible below the yellow part of the lesions. The lesions are irregularly round or oval with well-defined borders. They can spread and join together to give the appearance of a patch.Lesions can also occur on the forearms. Rarely, they may occur on the stomach, face, scalp, palms, and soles of the feet.Trauma may cause the lesions to develop ulcers. Nodules also may develop. The area may become very itchy and painful.NLD is different from ulcers that can occur on the feet or ankles in people with diabetes.",,
