Disease,Keyword,Website,Symptoms
Scabies Lyme Diease and other Infestations and Bites,Spider bite,https://skinsight.com/skin-conditions/first-aid-bug-bites-or-stings/,"Insect bites usually present as small, itchy red bumps, with the occasional blister occurring. Some insects, such as fire ants, are known to cause a painful, itchy pus-filled bump.

Flying insects tend to choose exposed areas not covered by clothing, while some bugs (such as fleas) focus on the lower legs. Bedbugs prefer the head and neck area, often biting several times in the same area and leaving a group of lesions.

Common reactions to arthropod stings include:

Redness, pain, and swelling
Severe reactions such as facial swelling, difficulty breathing, and shock (anaphylaxis)
Fever, hives, and painful joints (though these reactions are not as common)
Very few spiders cause severe reactions. The black widow spider may cause only a mild local reaction at the bite site, but pain, stiffness, chills, fever, nausea, and abdominal pain may follow within a few hours. Similarly, the brown recluse spider causes a marked skin reaction after a few hours, with redness, pain, blistering, and ulcers forming, as well as fever, nausea, and fatigue."
Scabies Lyme Diease and other Infestations and Bites,Spider bite,https://www.msdmanuals.com/en-sg/home/injuries-and-poisoning/bites-and-stings/spider-bites,"The bite of a widow spider usually causes a sharp pain, somewhat like a pinprick, followed by a dull, sometimes numbing, pain in the area around the bite. Cramping pain and muscle stiffness, which may be severe, develop in the abdomen or the shoulders, back, and chest. Other symptoms may include nausea, vomiting, sweating, restlessness, anxiety, headache, drooping and swelling of the eyelids, rash and itching, severe breathing problems, increased saliva production, and weakness.

The bite of a brown spider may cause little or no immediate pain, but some pain develops in the area around the bite within about an hour. Pain may be severe and may affect the entire injured area, which may become red and bruised and may itch. The rest of the body may itch as well. A blister forms, surrounded by a bruised area or by a more distinct red area that resembles a bull’s-eye. Then the blister enlarges, fills with blood, and ruptures, forming an open sore (ulcer) followed by a thick black scar (eschar) that may leave a large crater-like scar. Uncommonly, nausea and vomiting, aches, fatigue, chills, sweating, blood disorders, and kidney failure develop."
Scabies Lyme Diease and other Infestations and Bites,Spider bite,https://www.cdc.gov/niosh/topics/spiders/symptoms.html,"Itching or rash
Pain radiating from the site of the bite
Muscle pain or cramping
Reddish to purplish color or blister
Increased sweating
Difficulty breathing
Headache
Nausea and vomiting
Fever
Chills
Anxiety or restlessness
High blood pressure"
Scabies Lyme Diease and other Infestations and Bites,Spider bite,https://www.cdc.gov/niosh/topics/spiders/symptoms.html,"Itching or rash
Pain radiating from the site of the bite
Muscle pain or cramping
Reddish to purplish color or blister
Increased sweating
Difficulty breathing
Headache
Nausea and vomiting
Fever
Chills
Anxiety or restlessness
High blood pressure"
Scabies Lyme Diease and other Infestations and Bites,Spider bite,https://www.cedars-sinai.org/health-library/diseases-and-conditions/s/spider-bites.html,"Burning, pain, itching, or redness at the site (this is often delayed and may develop in a few hours or days of the bite)
A deep blue or purple area around the bite, surrounded by a whitish ring and large red outer ring similar to a target or bulls-eye
An open sore (ulcer) or blister that turns black
Headache, body aches
Rash
Fever
Nausea or vomiting
Black widow spider bite. Venom from the black widow spider has a toxin that can damage your nervous system. Symptoms of these bites include:

Immediate pain, burning, swelling, and redness at the site (double fang marks may be seen)
Cramping pain and muscle stiffness in the stomach, chest, shoulders, and back
Headache
Trouble breathing
Dizziness
Rash and itching
Restlessness and anxiety
Sweating
Eyelid swelling
Nausea or vomiting
Salivation, tearing of the eyes
Weakness, tremors, or paralysis, especially in the legs"
Scabies Lyme Diease and other Infestations and Bites,Spider bite,https://medlineplus.gov/spiderbites.html," a red, inflamed, sometimes itchy or painful bump on your skin"
Scabies Lyme Diease and other Infestations and Bites,tick bite,https://my.clevelandclinic.org/health/diseases/7234-tick-bites,"Fever.
Chills.
Muscle pain.
Headaches.
Tiredness.
Itchiness or irritation, but usually not right away.
Skin rash."
Scabies Lyme Diease and other Infestations and Bites,tick bite,https://en.wikipedia.org/wiki/Lyme_disease,"Lyme disease can affect several body systems and produce a broad range of symptoms. Not everyone with Lyme disease has all of the symptoms and many of the symptoms are not specific to Lyme disease, but can occur with other diseases, as well.
"
Scabies Lyme Diease and other Infestations and Bites,tick bite,https://skinsight.com/skin-conditions/first-aid-tick-bites/,"The tick itself can be quite small (almost impossible to see) or rather large (about the size of a pencil eraser). Fully developed ticks have 8 legs, but they may have only 6 visible legs early in its developmental stage. Ticks have a small head in comparison to their round body, which is usually covered by a hard, thick outer shell.

The site of the tick bite typically looks like a small, reddish area that may or may not be raised, similar to a mosquito bite.

Within days, weeks, or even months, tick bites may develop as a larger red ring (larger than 2 inches), often looking like a bull’s-eye, indicating possible infection with Lyme disease (although the classic “bull’s eye” lesion does not need to develop for a diagnosis of Lyme disease). In most cases, the infection can be eliminated with antibiotics, especially if treatment is started when symptoms are first noted."
Scabies Lyme Diease and other Infestations and Bites,tick bite,https://www.mayoclinic.org/first-aid/first-aid-tick-bites/basics/art-20056671,"Most tick bites are painless and cause only minor signs and symptoms, such as a change in skin color, swelling or a sore on the skin."
Scabies Lyme Diease and other Infestations and Bites,tick bite,https://www.msdmanuals.com/professional/injuries-poisoning/bites-and-stings/tick-bites,"Tick bites most often occur in spring and summer and are painless. The vast majority are uncomplicated and do not transmit disease. However, they often cause a red papule at the bite site and may induce hypersensitivity or granulomatous foreign body reactions. The bites of Ornithodoros coriaceus ticks (pajaroello) cause local vesiculation, pustulation with rupture, ulceration, and eschar, with varying degrees of local swelling and pain. Similar reactions have resulted from bites of other ticks."
